filename,width,height,class,xmin,ymin,xmax,ymax
ID40_017_bmp.rf.96fff0d40d451ac99150d4e0f20a61a3.jpg,416,416,face,216,129,309,304
ID20_022_bmp.rf.94db6d585f4729cfac0fd7892af7761e.jpg,416,416,face,94,73,198,274
ID18_014_bmp.rf.94d799a68eb939823f38193afe63dc3f.jpg,416,416,face,44,97,142,300
ID08_012_bmp.rf.96ae8a8e635dc406c47b83c05ca527dc.jpg,416,416,face,100,96,212,290
ID15_043_bmp.rf.988a01559415144f79eb5b3018361103.jpg,416,416,face,142,106,267,303
ID36_020_bmp.rf.976b6e23499d70e63520dc2879ba78e9.jpg,416,416,face,121,142,227,323
ID37_034_bmp.rf.94646a0162569bfb9cb4189117898d54.jpg,416,416,face,193,83,305,291
ID03_019_bmp.rf.98aebeaefd616c4581b870ff66565981.jpg,416,416,face,135,109,269,335
ID09_037_bmp.rf.97bba64ee95f5fb83f69c0a562de2911.jpg,416,416,face,161,140,280,319
ID40_002_bmp.rf.95f261f0ea6d56ad9f52552cbc302b31.jpg,416,416,face,155,85,265,281
ID28_013_bmp.rf.94dfb93eed85224dd02c869ad183b155.jpg,416,416,face,73,111,161,298
ID32_033_bmp.rf.995036fa2c44bae271e17b2450e47749.jpg,416,416,face,193,83,314,309
ID07_033_bmp.rf.99ab349f0fee749914e4a8633c9e6a35.jpg,416,416,face,212,71,321,274
ID22_028_bmp.rf.9672b9f039eccc04e5e49ef1afc8c900.jpg,416,416,face,137,101,246,291
ID11_025_bmp.rf.99d2545634da59661f764bb62bd04911.jpg,416,416,face,183,71,291,270
ID28_008_bmp.rf.98fb35492b7993d07d0767009fb0f6e1.jpg,416,416,face,228,108,327,297
ID26_007_bmp.rf.991be4277d019ca6fd85eda714b55ae0.jpg,416,416,face,174,94,286,297
ID20_017_bmp.rf.969b72e81258db3d010b3ff8bd8eef73.jpg,416,416,face,200,75,307,283
ID23_009_bmp.rf.9a0c4ccebfca4d637763c89b11e076d8.jpg,416,416,face,217,114,295,307
ID44_006_bmp.rf.99b02d917ee42579854a757e502e14b4.jpg,416,416,face,160,64,265,260
ID05_013_bmp.rf.99612583a63cd553e4f750e58eccd19b.jpg,416,416,face,135,80,226,246
ID37_004_bmp.rf.9a0e7fe569330ccffc3f77316271c901.jpg,416,416,face,51,90,138,284
ID01_013_bmp.rf.9a822abac8f9d6d54925760585e398fc.jpg,416,416,face,99,104,227,324
ID09_023_bmp.rf.9b0a947aa65c4420a0973e199fdab66b.jpg,416,416,face,26,123,103,298
ID16_007_bmp.rf.9a6a4d5ea8a378f9d7fe6d4fbb58108e.jpg,416,416,face,207,71,329,302
ID12_046_bmp.rf.9a4451457232dca29a2f41bba74883f4.jpg,416,416,face,154,125,258,293
ID03_035_bmp.rf.9b69335eab5f9e4da353ab288a7a1642.jpg,416,416,face,183,85,315,315
ID10_030_bmp.rf.9b9e9055e2f504f76660e46680d8c9da.jpg,416,416,face,147,78,256,263
ID38_032_bmp.rf.9a9a6a6875a376927eeeab290e68b53b.jpg,416,416,face,165,167,271,363
ID09_007_bmp.rf.9c636cb1ec25ae67deb7bb91e6b01a16.jpg,416,416,face,231,104,338,289
ID10_016_bmp.rf.9b27b069750ae2dcb9169be00f92cc2e.jpg,416,416,face,160,127,270,323
ID38_007_bmp.rf.9ba732cb824fbe548b990cf5628a3de8.jpg,416,416,face,160,137,264,310
ID22_015_bmp.rf.9a59190a23dad4e82b9ee15c2f757b24.jpg,416,416,face,143,78,259,272
ID25_009_bmp.rf.9c3eff8f311e9d25eae27d49145b26ec.jpg,416,416,face,198,76,290,260
ID44_032_bmp.rf.9c6556c2e4b0ced7ddc863997ec8b80a.jpg,416,416,face,132,71,241,264
ID04_006_bmp.rf.9c034c8d26901028966fb33b6036ee40.jpg,416,416,face,161,96,306,335
ID28_012_bmp.rf.9c051a7f89002596d007d46e36bdea1a.jpg,416,416,face,65,116,165,303
ID33_022_bmp.rf.9de6e273c60d2c904a6677a204fccda9.jpg,416,416,face,98,113,189,296
ID30_028_bmp.rf.9d3b2385fb07f8a6bb7bad89e2582f82.jpg,416,416,face,151,148,253,323
ID08_007_bmp.rf.9e484d6c64c778d01f73e1915c290dcf.jpg,416,416,face,236,121,332,281
ID05_002_bmp.rf.9baf182e0b6b12bc47c2b22ab59ce22e.jpg,416,416,face,162,126,274,317
ID40_038_bmp.rf.9e293d677af942328dfd4287a22b35d8.jpg,416,416,face,160,118,264,319
ID37_014_bmp.rf.9fca9fc27925d65bb60e4311e6fba86a.jpg,416,416,face,82,90,147,277
ID36_033_bmp.rf.9cb6a06ac261a930d0e63b895f1bf7ec.jpg,416,416,face,122,146,242,347
ID14_019_bmp.rf.9d0425547097a53b62965b425c70bdd0.jpg,416,416,face,151,95,269,286
ID04_029_bmp.rf.9d6e3f3eb0782be787ee667e0d5ed566.jpg,416,416,face,143,99,286,340
ID20_031_bmp.rf.9d75325445a51485330b60c3fe4e29ed.jpg,416,416,face,154,104,263,263
ID43_005_bmp.rf.9df90916ce971a98c8084543edab936d.jpg,416,416,face,99,104,177,289
ID22_035_bmp.rf.9ec6b313d494d8688997f0638036686f.jpg,416,416,face,141,114,249,300
ID04_031_bmp.rf.9d4a12b65026606ba5ed1a0a99c56190.jpg,416,416,face,177,106,326,350
ID29_008_bmp.rf.a202092c8457a581089101bd5d5422e1.jpg,416,416,face,195,122,290,292
ID05_019_bmp.rf.a2dcdae193f15c03b7bdc60bfa6ab2e8.jpg,416,416,face,160,120,260,286
ID29_034_bmp.rf.9d61c6e4439b62207f0a48f7ec8d0c41.jpg,416,416,face,130,160,242,316
ID01_020_bmp.rf.a0033869ad815b328762bdbc0c026a5a.jpg,416,416,face,116,90,260,329
ID27_022_bmp.rf.a1b32af6355b583fa56afda35b5eee49.jpg,416,416,face,58,84,147,271
ID34_012_bmp.rf.a290de91d91c198c65b7e1e8664d6035.jpg,416,416,face,98,139,189,314
ID06_021_bmp.rf.9c9e8b2b441e6fdd621ed899cb979246.jpg,416,416,face,137,99,237,276
ID34_001_bmp.rf.a0c13f1bfdfa8e2141538b764b86d7aa.jpg,416,416,face,165,142,260,319
ID05_021_bmp.rf.a03a31c007ddfff13b343e20460ca8cf.jpg,416,416,face,147,102,239,274
ID03_015_bmp.rf.a1047de02ba5e0de0095947c1409717e.jpg,416,416,face,160,113,298,343
ID19_016_bmp.rf.a2ef02807b481666b6caeb9cff2d79c1.jpg,416,416,face,233,111,329,310
ID12_050_bmp.rf.a05704f11479c55599632f9b626ca4d2.jpg,416,416,face,165,109,274,286
ID02_039_bmp.rf.a3e11529f7a10299bc2501962ec78c5e.jpg,416,416,face,108,142,221,366
ID11_013_bmp.rf.9f653ee45b4628dc89e7e566531651ac.jpg,416,416,face,160,78,261,260
ID30_012_bmp.rf.a3559631968e03cf8c64e14b8cc93d50.jpg,416,416,face,95,139,196,322
ID07_040_bmp.rf.a4ad573db61a9ed62298b89cda48c21b.jpg,416,416,face,178,165,295,357
ID01_037_bmp.rf.a2a806599b3b85b89ff30f742aa926f4.jpg,416,416,face,230,109,373,340
ID30_026_bmp.rf.a356b0b7ebd19ea3c4d540657f1e5973.jpg,416,416,face,199,142,292,316
ID37_011_bmp.rf.a29180a2d9b340d3a380388ac8dde705.jpg,416,416,face,129,88,233,279
ID30_032_bmp.rf.a5222f72ff3f088c1e6ac6ece002fb62.jpg,416,416,face,139,170,235,345
ID41_036_bmp.rf.a53fe4bb45d669fc619c463c8f50dd37.jpg,416,416,face,156,107,269,307
ID34_017_bmp.rf.a314f8040123f2ccc3ad39aed8b292f7.jpg,416,416,face,155,146,246,312
ID04_001_bmp.rf.a48e2f8689f34cbe10b9700b85d0b496.jpg,416,416,face,143,95,287,338
ID18_023_bmp.rf.a57e7f0d7d8ec8c7225818f2092e25db.jpg,416,416,face,42,109,138,309
ID37_028_bmp.rf.a5714a6dffc0e77eed1f7f3653849db5.jpg,416,416,face,195,75,308,279
ID11_010_bmp.rf.a50530510e8198533069c966299af59d.jpg,416,416,face,156,85,263,267
ID17_018_bmp.rf.a3953eae365a12da6664e08cda94c759.jpg,416,416,face,178,107,264,300
ID19_031_bmp.rf.9c175f83d011cd257b1f5af0c026a626.jpg,416,416,face,169,108,269,304
ID11_023_bmp.rf.a5b8e85050c63a587af5f5f626769b56.jpg,416,416,face,103,71,192,257
ID04_026_bmp.rf.a562418db89743de434102cf4989e511.jpg,416,416,face,193,102,318,326
ID23_023_bmp.rf.a5f553b52365b96c9baa5f45bcb21f8f.jpg,416,416,face,48,130,124,315
ID31_003_bmp.rf.a678cc3d208655012e8c62cc835a10c0.jpg,416,416,face,126,101,226,276
ID09_009_bmp.rf.a6375bd47d59395e6200f89d518d812a.jpg,416,416,face,303,118,385,296
ID23_005_bmp.rf.a61ef8d9b5da8492d33215dca287e79c.jpg,416,416,face,83,142,159,324
ID44_010_bmp.rf.a5ddd855defcbf6d06197fc45c0a946e.jpg,416,416,face,173,66,282,256
ID21_004_bmp.rf.a7b0cad956c5701a45c0fc40d76284ea.jpg,416,416,face,100,127,190,295
ID34_003_bmp.rf.a4ef6d3b1e64860f928f786c9e64f981.jpg,416,416,face,91,142,182,316
ID37_022_bmp.rf.a5e22e271efc49858dd9a3f9f21994de.jpg,416,416,face,21,90,100,290
ID43_036_bmp.rf.a55ba9227350ed5231de6f95fe6e9748.jpg,416,416,face,177,109,283,298
ID26_026_bmp.rf.a801ec45dda31cc08896d9a471fa6a30.jpg,416,416,face,233,85,333,291
ID32_026_bmp.rf.a616b87c06ea74a171595b38479405a6.jpg,416,416,face,189,61,299,277
ID28_030_bmp.rf.a767018006d9d00d7b056deb10e5c886.jpg,416,416,face,139,135,254,324
ID03_033_bmp.rf.a73a6b62dda821c2b41f930e8ad3cdec.jpg,416,416,face,86,107,225,338
ID15_005_bmp.rf.a87ffe413189c3ba591f6740c9c851d9.jpg,416,416,face,87,101,183,297
ID07_028_bmp.rf.a628e78b40bf0a7d5062d236eebfe4d3.jpg,416,416,face,154,89,266,290
ID18_029_bmp.rf.a84e2ee0f54a13ee12c1cc2374b5b2d4.jpg,416,416,face,159,92,269,305
ID22_006_bmp.rf.a624d52133c6cc5156863b8d2397e230.jpg,416,416,face,184,89,301,290
ID13_001_bmp.rf.a81924d8152448a624d6564abcc0502c.jpg,416,416,face,151,101,265,286
ID44_002_bmp.rf.a6fd6143249c81b6c42b9fc065be78dc.jpg,416,416,face,126,52,232,253
ID03_009_bmp.rf.a837b6360e5ea9e85eb12e95b56623b5.jpg,416,416,face,232,108,332,330
ID23_021_bmp.rf.a604718b3ee67e2bafc94a171860e0c4.jpg,416,416,face,74,118,183,307
ID36_007_bmp.rf.a8d7e8356a7ee94bc1e2220451519e60.jpg,416,416,face,193,132,292,312
ID20_015_bmp.rf.ab3f8b88cbb3cc32abb6afe12f476951.jpg,416,416,face,165,73,274,282
ID01_001_bmp.rf.a845fd812dbae558125af64aaaf4dbb3.jpg,416,416,face,138,113,278,336
ID07_022_bmp.rf.a8c631797a108b4001102ecbb6e65f79.jpg,416,416,face,101,99,199,298
ID31_016_bmp.rf.a8f32e466e1a3fe1cab315769bebdacf.jpg,416,416,face,217,90,323,267
ID16_041_bmp.rf.a99656efbea34bfcfc001d11a6564c25.jpg,416,416,face,136,85,255,307
ID05_009_bmp.rf.aa37108f2d5c2ecd4ac65964800c00f0.jpg,416,416,face,201,130,284,321
ID37_026_bmp.rf.aa7f6ebcac043a49624d7d018991fc7e.jpg,416,416,face,249,69,344,269
ID03_004_bmp.rf.ab6d037086db8169e989f2e1740125d4.jpg,416,416,face,81,113,208,340
ID16_016_bmp.rf.a92cf60936e326f077a3d488975a90a3.jpg,416,416,face,161,77,282,304
ID25_026_bmp.rf.a9e07fdebbed4bd7bb93899d9e5b8218.jpg,416,416,face,198,83,299,269
ID16_039_bmp.rf.ac7bdafc3caafd93f1836c3b16810da0.jpg,416,416,face,139,97,259,316
ID27_006_bmp.rf.a92fbb256d347804a5b5d3031400760b.jpg,416,416,face,171,71,277,253
ID34_033_bmp.rf.a9074a21bd74c2b7437f575b6359a53c.jpg,416,416,face,100,151,208,326
ID29_023_bmp.rf.a9cbc981f8b242e4a532b53bb3595f9f.jpg,416,416,face,112,135,182,293
ID07_044_bmp.rf.ab663afe12d9e5c49ce2a532b13ed394.jpg,416,416,face,169,97,281,296
ID10_019_bmp.rf.ac498a0681a47372ccfd41e8df1ca8bb.jpg,416,416,face,152,107,263,293
ID32_010_bmp.rf.ae5237c873abf4ebf45c728d1c47bf9b.jpg,416,416,face,146,52,263,255
ID15_008_bmp.rf.ad143f9abecce969b6660f7d3bfd7df6.jpg,416,416,face,212,101,325,302
ID17_043_bmp.rf.af2b9e0fa8368f2c962df5c5f7e1d761.jpg,416,416,face,160,110,272,304
ID02_021_bmp.rf.ab86edeb8f42ab1614d5ff4ccbaa5385.jpg,416,416,face,133,109,251,336
ID20_006_bmp.rf.ab1c8c673cf0dfac5fffb2a0e9261761.jpg,416,416,face,147,82,252,305
ID11_004_bmp.rf.ad58de9dfe727a3cc3f8502ce3dc973e.jpg,416,416,face,147,87,243,274
ID18_033_bmp.rf.ad796c723083e88e364e13bcac937390.jpg,416,416,face,147,139,265,324
ID12_026_bmp.rf.abef5620ed6bcbf96b0712a61491eaaf.jpg,416,416,face,207,95,313,293
ID21_025_bmp.rf.ae52e09a058b37903a7cf97e4e820fd5.jpg,416,416,face,215,109,304,288
ID21_044_bmp.rf.af4b885794973ade4798b450e5a5a24a.jpg,416,416,face,176,99,267,282
ID22_029_bmp.rf.af9c1e314524943913206b554731f5f3.jpg,416,416,face,129,113,238,307
ID11_016_bmp.rf.adf5a60dccf74a7b6c7561c158b7f2bb.jpg,416,416,face,148,57,256,246
ID40_020_bmp.rf.aa4747f40f4cf5abc96f67b93f6dc2af.jpg,416,416,face,152,146,247,319
ID20_001_bmp.rf.ab99709b1be5d1f44e1361d973637727.jpg,416,416,face,145,102,262,317
ID16_042_bmp.rf.ada2033278ede74b4b4fe7c5c9448905.jpg,416,416,face,139,76,259,295
ID41_029_bmp.rf.ae79baf6baef5d07994a232854f0e346.jpg,416,416,face,153,90,277,319
ID36_028_bmp.rf.af13bc9ebd850d0686f7a7c70e723a27.jpg,416,416,face,135,161,228,335
ID25_020_bmp.rf.ad4acca10de8cc2113e33d7fc257fa19.jpg,416,416,face,129,85,234,269
ID08_021_bmp.rf.ae23921ceb7101939ec890313ee734a5.jpg,416,416,face,130,83,235,283
ID36_027_bmp.rf.afabe6baca8d7a994773539acfd3935c.jpg,416,416,face,215,121,291,302
ID02_015_bmp.rf.afbfc875a48a9d98157fc5622fb4d784.jpg,416,416,face,185,92,306,319
ID02_025_bmp.rf.ad76db884eb11affac03288b0307bc3f.jpg,416,416,face,218,104,334,335
ID36_010_bmp.rf.af16461fd6f9d06b3cb3009dc9c82aa3.jpg,416,416,face,149,142,255,321
ID02_026_bmp.rf.b20b44cabafa424068ff9494e41f2c0f.jpg,416,416,face,251,108,366,339
ID02_035_bmp.rf.b08a1e2081c87037b856d5ff21e1b7e2.jpg,416,416,face,82,144,199,355
ID40_039_bmp.rf.b018ac3e221b67931cabd39b2c1eb147.jpg,416,416,face,157,133,259,312
ID10_025_bmp.rf.b031b55abc2e0243f526f703357c6666.jpg,416,416,face,183,90,294,281
ID28_027_bmp.rf.affd676acdb03a034f780d8c823018cf.jpg,416,416,face,186,111,261,295
ID27_034_bmp.rf.b1fff821c4d8dab08539b4ef77aee782.jpg,416,416,face,103,83,217,276
ID32_003_bmp.rf.ad0c7eb742366e787469dccaf40f114d.jpg,416,416,face,143,42,246,241
ID32_020_bmp.rf.b05701c3d9e8231aa1abdeb8d289062e.jpg,416,416,face,150,61,267,272
ID08_026_bmp.rf.b2bb1f0eb5f49ec44f95dcbf8421b524.jpg,416,416,face,206,87,315,283
ID03_054_bmp.rf.b2cb120dbd05ad8267f8cae58fa259c7.jpg,416,416,face,141,109,263,291
ID05_036_bmp.rf.b17ccbb2d09cd59ba5566c6be3ba87e7.jpg,416,416,face,160,82,257,253
ID41_030_bmp.rf.b330e8c2ff6f1392ab5a36426d5d664e.jpg,416,416,face,151,100,274,326
ID19_009_bmp.rf.b3ea7ceeb38d5a27feebcc61517e32a1.jpg,416,416,face,269,123,346,302
ID24_008_bmp.rf.b36294eefa76e0af16005166d074b55e.jpg,416,416,face,208,101,320,314
ID26_009_bmp.rf.b173e8991207477b26d7ab7c7dbd42ef.jpg,416,416,face,199,83,308,284
ID43_021_bmp.rf.b3025c70437b983265caff92e1cf1bad.jpg,416,416,face,100,88,199,286
ID27_010_bmp.rf.b201cd781a70c5810abdb8b2bc447900.jpg,416,416,face,144,76,252,262
ID22_007_bmp.rf.b26245b9a5fd7b3f9abb9d12b230a89f.jpg,416,416,face,223,96,336,290
ID20_016_bmp.rf.b23f2b2cc9ae805a8976d375798fd907.jpg,416,416,face,199,78,305,291
ID28_004_bmp.rf.b23acec29916dd991dc5762be3a577ca.jpg,416,416,face,73,104,160,296
ID06_035_bmp.rf.b1c2a04ac5c58a0025aabd61e671d11a.jpg,416,416,face,164,80,265,272
ID34_004_bmp.rf.b3a481025cf514ff3b2706d45cced1da.jpg,416,416,face,78,144,165,315
ID14_011_bmp.rf.b39b2f0f8d034513331f19a3588af50f.jpg,416,416,face,124,90,239,290
ID24_002_bmp.rf.b4aecb7c6b7e5c90c9187d869863f719.jpg,416,416,face,146,71,265,290
ID33_006_bmp.rf.b3cbd7bae75afbe45f22156502a73262.jpg,416,416,face,159,111,268,308
ID32_002_bmp.rf.b4450240fbe36583a127bb27411318d0.jpg,416,416,face,145,47,258,244
ID13_034_bmp.rf.b1fc8b23f6fcea139a632765dac23c70.jpg,416,416,face,138,106,244,279
ID32_021_bmp.rf.b4d1e4ef516c13d710568aef9c0e86d3.jpg,416,416,face,108,64,218,272
ID03_061_bmp.rf.b294688ae569e8f06c56ebf825a18742.jpg,416,416,face,130,92,263,277
ID20_018_bmp.rf.b70b73bb403e2e0942545cd85b758e6d.jpg,416,416,face,239,83,317,300
ID41_023_bmp.rf.b4bfd47bfe522b035a31bd3e5b8f138b.jpg,416,416,face,135,87,211,277
ID16_022_bmp.rf.b59c22137b6221f2e836e9ceb9aa805d.jpg,416,416,face,128,87,250,312
ID30_031_bmp.rf.b0be23f4d290827d9e820986e06aa40c.jpg,416,416,face,141,155,240,330
ID33_015_bmp.rf.b6043b3c22eeb4ef659cf723fda52e53.jpg,416,416,face,204,101,310,297
ID41_019_bmp.rf.b5027a745fb86485fbec93d612aeb8b4.jpg,416,416,face,152,118,261,314
ID34_011_bmp.rf.b72ad3a6ff6017ec88c5cd140da1380d.jpg,416,416,face,115,142,211,319
ID15_017_bmp.rf.b4493e218d8c7df313d9e5683a17d6bc.jpg,416,416,face,200,100,311,307
ID03_018_bmp.rf.b4f98c7d8b9a6ad1b71e081de5713e9c.jpg,416,416,face,188,106,290,331
ID18_031_bmp.rf.b7cdc45a51517c7129ea22c0dce81cb4.jpg,416,416,face,173,139,307,340
ID04_010_bmp.rf.b727f181cf6891a6b6d8c4d94a4c1cbe.jpg,416,416,face,139,101,283,335
ID15_042_bmp.rf.b6da4f031fa540ab06606dc1553bce78.jpg,416,416,face,143,76,265,276
ID19_035_bmp.rf.b7cb18dc15faf9c3b55856a63be4d430.jpg,416,416,face,172,141,269,285
ID07_023_bmp.rf.b46de68fbdf61796bdead5f3399811e8.jpg,416,416,face,103,111,173,305
ID07_001_bmp.rf.b61e764749e53b35da3817bd8fd301d5.jpg,416,416,face,152,95,272,293
ID24_033_bmp.rf.b77750baee62193ce948a23b59ed8d36.jpg,416,416,face,148,73,260,295
ID39_031_bmp.rf.b7030a37e365d8811363369a02598281.jpg,416,416,face,158,111,284,331
ID33_004_bmp.rf.b5a213d2642d1df7c026ea4a86b593d3.jpg,416,416,face,113,113,209,303
ID27_029_bmp.rf.b604664b3245a6c94c6aa9fd5f96a082.jpg,416,416,face,112,109,220,291
ID20_005_bmp.rf.e57aecf77397aeeae2ef8a23268e0a02.jpg,416,416,face,42,101,109,309
ID35_014_bmp.rf.e6652627e86cdee14de951c321026b66.jpg,416,416,face,108,120,187,307
ID27_012_bmp.rf.e54d5b163abb846221aa169bb62617cf.jpg,416,416,face,156,80,252,272
ID15_027_bmp.rf.e5c0e8064d7ecf494b1bdfc48d63c2f6.jpg,416,416,face,244,104,334,296
ID09_041_bmp.rf.e67b7ad683e90a220632fa6177fe9368.jpg,416,416,face,81,148,198,318
ID37_029_bmp.rf.e5dc451e6a3f896e4d110bdfef6c92bd.jpg,416,416,face,259,87,368,288
ID23_042_bmp.rf.e46b4cdd622895c8a63d4f876a9e825a.jpg,416,416,face,169,95,273,307
ID27_008_bmp.rf.e5e5596824b0830ada60ca15ca7a8ed5.jpg,416,416,face,200,73,289,256
ID14_010_bmp.rf.e5e20f9e1b4fd47b5318fe317d14fa5a.jpg,416,416,face,151,76,270,281
ID26_024_bmp.rf.e4fa333684900d8c2fc60550a91fb1fa.jpg,416,416,face,160,87,269,291
ID07_014_bmp.rf.e76185b888093cbbc62583ac679281ad.jpg,416,416,face,113,104,195,300
ID11_002_bmp.rf.e55b46badec9e9299e704210ff956a48.jpg,416,416,face,174,80,274,274
